id,category,product_class,product_sub_class,cost,margin,UPC_code,sku,date_marked_clearance,description,age,inventory_location,msrp,promotional_price,model_number,color,created_at,updated_at
166,Home Audio,Speakers,"41"" and above",9064,15,2147483647,8312,9/5/1932,test 166,40,US,7492,8496,2147483647,white,7/16/2009 9:23,7/16/2009 9:23
167,Home Audio,Speakers,"31""- 40""",3822,15,2147483647,5286,11/1/1973,test 167,9,US,5813,9913,1899313795,blue,7/16/2009 9:23,7/16/2009 9:23
168,Home Audio,LCD,"41"" and above",384,15,2147483647,1288,4/20/1944,test 168,38,US,7000,5987,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
169,Cameras,Surge Protectors,"41"" and above",9430,15,1005823929,6407,9/15/1910,test 169,47,US,9976,5456,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
170,Home Audio,Surge Protectors,"21"" - 30""",8473,16,2147483647,571,10/24/2004,test 170,19,US,8409,744,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
171,Cameras,Surge Protectors,"41"" and above",2214,16,810708759,5548,1/18/1923,test 171,8,US,8285,371,140174628,red,7/16/2009 9:23,7/16/2009 9:23
172,Accessories,LCD,"41"" and above",460,15,2147483647,8218,1/20/2002,test 172,13,US,8107,5359,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
173,Home Audio,Surge Protectors,"41"" and above",8840,15,2147483647,2081,6/7/1930,test 173,26,US,7605,7944,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
174,Accessories,Digital,"41"" and above",6295,16,2147483647,7512,5/10/1960,test 174,30,US,8714,6901,2147483647,white,7/16/2009 9:23,7/16/2009 9:23
175,Accessories,LCD,Power speakers,3499,16,2147483647,5561,2/7/1948,test 175,45,US,5443,304,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
176,Accessories,LCD,"21"" - 30""",9640,15,2147483647,904,11/13/1954,test 176,37,US,6350,3280,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
177,Accessories,LCD,"41"" and above",3443,15,2147483647,8741,6/18/1948,test 177,9,US,2045,5458,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
178,Cameras,LCD,"31""- 40""",3018,16,705089304,3702,8/15/1952,test 178,4,US,8222,9637,1944405589,green,7/16/2009 9:23,7/16/2009 9:23
179,Accessories,Speakers,Power speakers,4954,16,2147483647,3836,6/27/1947,test 179,42,US,545,9100,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
180,Cameras,Digital,"21"" - 30""",2784,15,1340971558,4522,6/18/1949,test 180,21,US,5070,5320,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
181,Accessories,Speakers,In-Wall Speakers,6291,15,2147483647,7365,6/1/2000,test 181,23,US,8291,5640,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
182,Home Audio,Surge Protectors,Power speakers,4475,15,2147483647,7475,9/20/1919,test 182,50,US,5246,1927,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
183,Televisions,Digital,"31""- 40""",5621,16,2147483647,3965,5/24/1918,test 183,40,US,6023,8927,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
184,Cameras,Digital,"31""- 40""",5542,16,740597587,2425,3/7/1930,test 184,26,US,9466,7990,2147483647,white,7/16/2009 9:23,7/16/2009 9:23
185,Home Audio,LCD,In-Wall Speakers,2962,15,2147483647,6856,4/18/1929,test 185,8,US,3010,7978,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
186,Cameras,Digital,"31""- 40""",2543,16,1671360572,6107,9/25/1955,test 186,45,US,9197,8586,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
187,Accessories,Speakers,Power speakers,1521,15,941341106,6557,5/7/2008,test 187,29,US,8887,9610,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
188,Televisions,Speakers,"21"" - 30""",1718,15,1742588310,7365,3/21/1925,test 188,40,US,8796,5292,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
189,Accessories,LCD,In-Wall Speakers,8625,16,2147483647,8368,8/1/1966,test 189,16,US,6426,2322,1431468101,green,7/16/2009 9:23,7/16/2009 9:23
190,Televisions,LCD,"41"" and above",9143,15,2147483647,7048,11/15/1973,test 190,46,US,1983,8303,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
191,Televisions,LCD,In-Wall Speakers,177,16,2147483647,260,2/19/1966,test 191,49,US,4579,5745,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
192,Home Audio,Speakers,"31""- 40""",9712,16,2147483647,7219,5/24/1981,test 192,3,US,4400,5862,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
193,Televisions,Surge Protectors,"41"" and above",8315,15,2147483647,6537,9/3/1986,test 193,10,US,8022,8404,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
194,Cameras,Speakers,In-Wall Speakers,3486,15,2147483647,6016,8/11/1941,test 194,5,US,3488,7053,869773934,black,7/16/2009 9:23,7/16/2009 9:23
195,Accessories,LCD,Power speakers,3500,15,2147483647,7673,4/25/1968,test 195,3,US,1487,7703,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
196,Televisions,Surge Protectors,"31""- 40""",7590,16,2147483647,6529,7/9/1931,test 196,3,US,2288,1747,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
197,Televisions,Digital,Power speakers,4275,15,2147483647,9606,11/11/1958,test 197,38,US,3477,2069,840592890,black,7/16/2009 9:23,7/16/2009 9:23
198,Accessories,Speakers,"41"" and above",546,16,1123044968,9161,8/8/1953,test 198,25,US,8619,1093,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
199,Cameras,Digital,In-Wall Speakers,2997,16,2147483647,7398,7/10/1927,test 199,44,US,3049,8760,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
200,Home Audio,Digital,Power speakers,2251,16,245766473,8566,5/22/1978,test 200,41,US,8893,9016,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
201,Televisions,Surge Protectors,Power speakers,9023,16,2147483647,9452,10/2/1920,test 201,27,US,3216,6573,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
202,Televisions,Surge Protectors,"31""- 40""",4041,16,2147483647,7002,7/15/1959,test 202,11,US,5181,9190,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
203,Cameras,Speakers,In-Wall Speakers,367,16,2147483647,9146,8/20/1965,test 203,48,US,8689,1424,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
204,Accessories,Digital,Power speakers,6939,15,2147483647,3060,10/12/2005,test 204,11,US,345,2351,1261532050,white,7/16/2009 9:23,7/16/2009 9:23
205,Cameras,Digital,Power speakers,3443,16,2147483647,4730,4/23/1966,test 205,14,US,1756,2955,824355974,black,7/16/2009 9:23,7/16/2009 9:23
206,Home Audio,Digital,Power speakers,6940,15,1957969208,7915,10/2/1949,test 206,13,US,5145,4810,2147483647,white,7/16/2009 9:23,7/16/2009 9:23
207,Home Audio,Digital,"41"" and above",2157,16,2147483647,1679,7/8/2008,test 207,39,US,4331,3899,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
208,Televisions,Digital,"31""- 40""",2491,15,2147483647,6347,1/23/1998,test 208,26,US,1009,3777,351131046,green,7/16/2009 9:23,7/16/2009 9:23
209,Televisions,Digital,In-Wall Speakers,9454,16,2147483647,6819,6/18/1978,test 209,41,US,4048,8061,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
210,Televisions,Speakers,"31""- 40""",8616,16,2147483647,7886,9/8/1945,test 210,37,US,7817,3028,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
211,Accessories,Speakers,Power speakers,1659,15,490101553,8460,2/5/1940,test 211,35,US,8885,4181,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
212,Cameras,Speakers,"31""- 40""",4562,16,2147483647,6971,3/22/1979,test 212,28,US,2548,5825,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
213,Home Audio,LCD,"41"" and above",3043,15,2147483647,2149,8/20/1917,test 213,21,US,814,1298,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
214,Cameras,Digital,In-Wall Speakers,4073,15,2147483647,6863,6/1/1941,test 214,13,US,7414,2426,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
215,Home Audio,Speakers,"41"" and above",9285,16,336455578,2405,10/1/1993,test 215,49,US,9534,6746,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
216,Televisions,Surge Protectors,"41"" and above",5849,16,2147483647,8442,7/20/1962,test 216,18,US,4859,5189,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
217,Televisions,Speakers,In-Wall Speakers,3940,16,2147483647,8756,8/20/1937,test 217,24,US,3969,7500,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
218,Cameras,Speakers,Power speakers,7731,16,2147483647,3207,1/21/1967,test 218,46,US,1805,3451,1821830921,blue,7/16/2009 9:23,7/16/2009 9:23
219,Accessories,Speakers,"41"" and above",9442,16,2147483647,4618,1/21/1972,test 219,40,US,720,3166,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
220,Televisions,Speakers,"21"" - 30""",9291,16,2147483647,5415,11/5/1927,test 220,46,US,876,9563,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
221,Televisions,Speakers,In-Wall Speakers,354,15,206073110,2669,3/19/1976,test 221,42,US,2712,6728,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
222,Televisions,LCD,Power speakers,7860,16,2147483647,2187,4/15/1928,test 222,39,US,274,3630,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
223,Home Audio,Speakers,"31""- 40""",2620,15,2147483647,680,3/7/1930,test 223,1,US,9494,8310,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
224,Televisions,Surge Protectors,"21"" - 30""",7579,16,1443490343,2342,7/24/1932,test 224,31,US,8118,6544,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
225,Home Audio,Digital,"21"" - 30""",653,16,2147483647,826,2/3/1910,test 225,6,US,76,6495,968892756,black,7/16/2009 9:23,7/16/2009 9:23
226,Accessories,Surge Protectors,In-Wall Speakers,4232,16,2147483647,8354,9/24/1964,test 226,40,US,2123,2517,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
227,Home Audio,Surge Protectors,Power speakers,1819,16,2144997886,7030,11/4/1994,test 227,49,US,1261,5154,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
228,Cameras,Speakers,Power speakers,3516,15,2147483647,2753,8/23/1973,test 228,28,US,9646,9287,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
229,Televisions,Digital,"21"" - 30""",4255,15,2147483647,5301,6/3/1958,test 229,1,US,766,4005,1171327503,green,7/16/2009 9:23,7/16/2009 9:23
230,Cameras,LCD,"21"" - 30""",6127,16,2146906518,4684,6/22/1995,test 230,9,US,9590,6085,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
231,Home Audio,Digital,"41"" and above",4048,16,7377343,7279,4/16/1996,test 231,22,US,1523,7895,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
232,Home Audio,Surge Protectors,Power speakers,3726,16,873581769,2529,3/2/1918,test 232,11,US,4876,8877,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
233,Home Audio,Digital,Power speakers,545,16,2147483647,8647,8/17/2003,test 233,13,US,6704,518,620207307,red,7/16/2009 9:23,7/16/2009 9:23
234,Accessories,Surge Protectors,"31""- 40""",7752,16,1525468439,512,2/3/1989,test 234,27,US,3144,3944,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
235,Home Audio,Speakers,"21"" - 30""",940,15,2147483647,487,6/2/1949,test 235,22,US,7278,9098,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
236,Televisions,Speakers,"31""- 40""",9949,15,1697001398,728,4/10/1944,test 236,33,US,3653,3097,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
237,Televisions,Speakers,In-Wall Speakers,8548,15,2147483647,8647,3/13/1930,test 237,32,US,2385,5598,2147483647,white,7/16/2009 9:23,7/16/2009 9:23
238,Home Audio,Surge Protectors,"41"" and above",5070,16,2147483647,6441,10/2/2000,test 238,37,US,9015,4865,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
239,Accessories,Digital,In-Wall Speakers,4441,15,2147483647,5563,9/18/2006,test 239,32,US,6034,6513,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
240,Cameras,Digital,Power speakers,406,15,2147483647,1786,5/24/1958,test 240,26,US,5881,4500,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
241,Televisions,Digital,"21"" - 30""",2645,15,1063563860,7705,2/12/1938,test 241,19,US,4159,4246,906335069,red,7/16/2009 9:23,7/16/2009 9:23
242,Cameras,LCD,Power speakers,9267,15,2147483647,8885,11/20/1943,test 242,16,US,5753,3176,1308839320,green,7/16/2009 9:23,7/16/2009 9:23
243,Accessories,Surge Protectors,"41"" and above",3722,16,2147483647,5296,4/13/1982,test 243,35,US,3594,9744,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
244,Cameras,Surge Protectors,"31""- 40""",3780,15,418099021,9783,4/20/1937,test 244,23,US,428,9883,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
245,Home Audio,LCD,Power speakers,5231,15,2147483647,4066,3/16/1925,test 245,43,US,7574,1461,1920694162,red,7/16/2009 9:23,7/16/2009 9:23
246,Cameras,LCD,Power speakers,1751,16,860036408,6195,7/2/1983,test 246,37,US,8902,5097,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
247,Accessories,LCD,"41"" and above",9239,16,2147483647,9929,3/23/1941,test 247,25,US,4109,9628,1831647055,white,7/16/2009 9:23,7/16/2009 9:23
248,Cameras,Digital,In-Wall Speakers,9591,16,2147483647,3815,11/4/1926,test 248,8,US,4212,1768,2147483647,white,7/16/2009 9:23,7/16/2009 9:23
249,Televisions,LCD,"31""- 40""",3903,15,2147483647,4631,7/7/1960,test 249,9,US,7026,1154,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
250,Cameras,Surge Protectors,"31""- 40""",5297,16,2147483647,9397,5/19/1941,test 250,24,US,439,7596,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
251,Cameras,Surge Protectors,"31""- 40""",464,15,2147483647,6660,10/23/1914,test 251,21,US,7831,7623,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
252,Cameras,Digital,In-Wall Speakers,1013,15,2147483647,1938,6/22/1961,test 252,47,US,815,2550,2147483647,white,7/16/2009 9:23,7/16/2009 9:23
253,Cameras,Speakers,In-Wall Speakers,7506,16,1467202600,7650,5/24/1955,test 253,23,US,813,5042,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
254,Accessories,LCD,In-Wall Speakers,8267,15,2147483647,2456,5/16/2006,test 254,38,US,5000,8343,2147483647,white,7/16/2009 9:23,7/16/2009 9:23
255,Cameras,LCD,"31""- 40""",3808,15,2147483647,5586,2/12/1958,test 255,41,US,9303,7718,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
256,Televisions,Surge Protectors,In-Wall Speakers,9913,16,2147483647,17,6/19/1940,test 256,26,US,7395,1079,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
257,Televisions,Digital,Power speakers,9588,15,2147483647,2446,2/4/1919,test 257,34,US,7373,4894,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
258,Accessories,LCD,Power speakers,4865,15,1199542331,5548,1/7/1938,test 258,12,US,7229,1592,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
259,Cameras,Digital,In-Wall Speakers,6980,15,2147483647,8772,11/17/2003,test 259,48,US,9448,2520,2147483647,white,7/16/2009 9:23,7/16/2009 9:23
260,Televisions,Speakers,"21"" - 30""",5829,15,2147483647,4009,5/5/1968,test 260,27,US,8522,9779,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
261,Home Audio,Surge Protectors,In-Wall Speakers,7405,16,2147483647,6547,1/7/2007,test 261,4,US,8978,8255,2147483647,white,7/16/2009 9:23,7/16/2009 9:23
262,Cameras,Surge Protectors,"41"" and above",8144,16,2147483647,4616,10/24/1911,test 262,22,US,3663,2404,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
263,Accessories,Surge Protectors,Power speakers,2910,15,2147483647,7271,4/10/1928,test 263,29,US,2453,9400,2147483647,white,7/16/2009 9:23,7/16/2009 9:23
264,Home Audio,Digital,"41"" and above",3393,15,2147483647,6084,9/7/1914,test 264,6,US,4677,1454,2147483647,white,7/16/2009 9:23,7/16/2009 9:23
265,Home Audio,Speakers,In-Wall Speakers,2044,16,2147483647,5919,11/12/1953,test 265,34,US,3607,5044,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
266,Home Audio,LCD,In-Wall Speakers,6912,15,2147483647,7831,1/25/1971,test 266,11,US,7045,6701,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
267,Televisions,Surge Protectors,"21"" - 30""",7994,16,2147483647,9648,9/24/1977,test 267,40,US,3960,8286,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
268,Accessories,Digital,"21"" - 30""",7845,16,324803989,3464,9/27/1935,test 268,31,US,4300,2874,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
269,Televisions,Speakers,Power speakers,3590,16,2147483647,6,10/27/1941,test 269,11,US,840,3480,2147483647,white,7/16/2009 9:23,7/16/2009 9:23
270,Cameras,Digital,In-Wall Speakers,2767,16,2147483647,5512,8/10/1948,test 270,16,US,3003,3532,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
271,Home Audio,Digital,"31""- 40""",849,16,2147483647,5491,9/9/2000,test 271,31,US,1950,4615,1407281668,blue,7/16/2009 9:23,7/16/2009 9:23
272,Home Audio,LCD,In-Wall Speakers,8211,16,2147483647,4094,10/15/1918,test 272,1,US,9499,9849,1506333432,yellow,7/16/2009 9:23,7/16/2009 9:23
273,Home Audio,Surge Protectors,"41"" and above",7922,15,2147483647,3923,6/1/1913,test 273,30,US,5727,790,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
274,Cameras,Digital,Power speakers,4408,15,2147483647,2486,10/18/1937,test 274,28,US,6976,7233,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
275,Cameras,Digital,"31""- 40""",7381,15,1444132574,1322,2/3/1977,test 275,33,US,2221,5371,765760632,yellow,7/16/2009 9:23,7/16/2009 9:23
276,Home Audio,Surge Protectors,Power speakers,4051,16,2147483647,9927,3/20/2008,test 276,3,US,3434,5044,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
277,Accessories,LCD,In-Wall Speakers,4740,16,2147483647,7311,5/17/1914,test 277,10,US,1232,5934,309064839,green,7/16/2009 9:23,7/16/2009 9:23
278,Cameras,Digital,Power speakers,7147,16,2147483647,6245,3/27/1926,test 278,9,US,1977,5245,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
279,Televisions,LCD,"31""- 40""",6407,15,2147483647,1541,8/1/1959,test 279,28,US,5118,9107,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
280,Home Audio,Digital,"21"" - 30""",2811,15,2147483647,8635,10/7/2005,test 280,41,US,372,4881,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
281,Cameras,Digital,"41"" and above",3389,16,1038324521,4851,3/17/1942,test 281,23,US,1840,248,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
282,Accessories,Digital,Power speakers,8311,15,2147483647,6287,10/23/1981,test 282,22,US,586,3266,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
283,Home Audio,Digital,"41"" and above",3403,15,2147483647,7456,3/12/1989,test 283,46,US,7816,148,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
284,Cameras,Digital,In-Wall Speakers,4744,15,2147483647,86,8/5/1915,test 284,3,US,7365,6536,384246866,green,7/16/2009 9:23,7/16/2009 9:23
285,Accessories,LCD,"31""- 40""",2510,16,2147483647,9848,11/14/1969,test 285,43,US,6998,4094,1840444971,blue,7/16/2009 9:23,7/16/2009 9:23
286,Home Audio,Digital,"41"" and above",3326,15,181161549,8817,2/14/1929,test 286,24,US,721,4878,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
287,Cameras,Surge Protectors,"31""- 40""",7280,15,2147483647,4406,9/8/1966,test 287,22,US,9990,4883,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
288,Cameras,LCD,In-Wall Speakers,8465,16,2147483647,7640,11/6/2008,test 288,6,US,9071,6231,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
289,Cameras,LCD,"31""- 40""",5717,16,2147483647,7435,11/23/1936,test 289,31,US,665,9496,1276851799,red,7/16/2009 9:23,7/16/2009 9:23
290,Televisions,Surge Protectors,"21"" - 30""",2358,15,2147483647,5228,9/17/1938,test 290,35,US,7130,6597,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
291,Televisions,Digital,"31""- 40""",2280,16,2147483647,9920,5/18/1923,test 291,41,US,1584,4900,2147483647,white,7/16/2009 9:23,7/16/2009 9:23
292,Accessories,LCD,In-Wall Speakers,5430,16,233619421,8969,8/3/1983,test 292,46,US,8334,5253,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
293,Accessories,Digital,"41"" and above",1165,15,2147483647,8657,3/14/1970,test 293,7,US,4911,5144,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
294,Televisions,Digital,Power speakers,854,16,2147483647,3757,2/14/1911,test 294,25,US,4020,3732,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
295,Cameras,LCD,"21"" - 30""",415,15,2147483647,2069,5/11/1953,test 295,33,US,8143,4302,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
296,Cameras,Surge Protectors,"31""- 40""",8094,15,2147483647,4143,4/12/1943,test 296,17,US,3256,1624,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
297,Home Audio,Speakers,"21"" - 30""",9714,16,2147483647,7828,5/3/1984,test 297,28,US,6101,4406,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
298,Televisions,Digital,"31""- 40""",3829,15,560671849,1753,6/5/1992,test 298,37,US,186,7439,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
299,Accessories,Digital,"41"" and above",9108,16,2103109428,8943,1/16/1938,test 299,16,US,9624,5736,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
300,Cameras,Speakers,"31""- 40""",845,15,2147483647,8357,9/3/1948,test 300,38,US,2427,5800,651774026,black,7/16/2009 9:23,7/16/2009 9:23
301,Accessories,LCD,"31""- 40""",5364,15,2147483647,2077,1/1/1967,test 301,48,US,9323,4252,1028731918,red,7/16/2009 9:23,7/16/2009 9:23
302,Televisions,LCD,Power speakers,5652,16,2147483647,3627,1/17/1941,test 302,42,US,1841,9972,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
303,Televisions,LCD,"41"" and above",2815,16,2147483647,2267,11/1/1930,test 303,49,US,1458,1976,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
304,Home Audio,Surge Protectors,"41"" and above",1988,16,2147483647,4186,3/20/1924,test 304,45,US,4135,2277,1120757846,white,7/16/2009 9:23,7/16/2009 9:23
305,Televisions,LCD,In-Wall Speakers,7746,15,2147483647,8503,7/13/1999,test 305,26,US,8672,2923,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
306,Televisions,Surge Protectors,"21"" - 30""",9783,15,1244091002,6501,6/13/2000,test 306,29,US,6937,4008,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
307,Televisions,LCD,In-Wall Speakers,8811,16,2047163221,1069,6/5/1978,test 307,25,US,8895,8953,2147483647,white,7/16/2009 9:23,7/16/2009 9:23
308,Home Audio,LCD,"31""- 40""",6736,15,2147483647,1122,3/19/1931,test 308,45,US,9601,9394,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
309,Accessories,Surge Protectors,Power speakers,2900,15,2147483647,8688,7/3/2003,test 309,15,US,9576,2057,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
310,Televisions,Speakers,"31""- 40""",3110,15,2147483647,162,6/6/1927,test 310,18,US,231,3100,771667927,yellow,7/16/2009 9:23,7/16/2009 9:23
311,Cameras,Surge Protectors,"31""- 40""",760,16,2147483647,347,2/21/1938,test 311,16,US,4792,5636,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
312,Accessories,Speakers,"41"" and above",9732,16,1369220586,9486,7/21/1911,test 312,37,US,1232,6019,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
313,Home Audio,Digital,"41"" and above",7169,15,2147483647,8088,10/16/1929,test 313,50,US,303,9142,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
314,Home Audio,Speakers,"31""- 40""",9994,16,2147483647,6614,3/15/1974,test 314,36,US,9026,9962,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
315,Televisions,Speakers,"21"" - 30""",8312,15,2147483647,8110,5/17/1997,test 315,41,US,8654,7427,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
316,Accessories,LCD,"31""- 40""",6990,16,2147483647,6313,11/3/1998,test 316,12,US,5342,9594,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
317,Televisions,Speakers,"41"" and above",6474,16,2147483647,3002,3/21/1920,test 317,20,US,8633,4732,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
318,Home Audio,Surge Protectors,Power speakers,7050,16,2147483647,2412,4/18/1933,test 318,33,US,718,2140,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
319,Accessories,Surge Protectors,"21"" - 30""",6667,15,2147483647,5456,9/24/1996,test 319,28,US,2458,5395,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
320,Televisions,Surge Protectors,"21"" - 30""",4973,15,2147483647,8896,4/27/1996,test 320,13,US,1886,3611,2147483647,white,7/16/2009 9:23,7/16/2009 9:23
321,Televisions,Digital,Power speakers,9013,15,2147483647,5778,10/2/1993,test 321,34,US,189,1374,1046175539,white,7/16/2009 9:23,7/16/2009 9:23
322,Cameras,Speakers,In-Wall Speakers,166,15,2147483647,6861,5/18/1921,test 322,36,US,4334,9340,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
323,Accessories,LCD,"41"" and above",2484,16,2147483647,3732,10/24/1953,test 323,25,US,9874,4216,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
324,Home Audio,Digital,In-Wall Speakers,3148,16,2147483647,9107,8/26/1915,test 324,4,US,1540,4273,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
325,Accessories,Speakers,"31""- 40""",4145,15,2147483647,7973,6/17/1948,test 325,24,US,20,6521,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
326,Televisions,Speakers,"31""- 40""",9386,15,2147483647,1101,9/7/1924,test 326,9,US,6555,3447,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
327,Accessories,Digital,"41"" and above",2208,15,2147483647,3186,5/16/1919,test 327,23,US,1275,9875,2147483647,white,7/16/2009 9:23,7/16/2009 9:23
328,Home Audio,Digital,"41"" and above",5789,16,2147483647,7866,6/21/1973,test 328,45,US,6183,7492,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
329,Home Audio,Surge Protectors,"31""- 40""",2747,15,2147483647,9370,5/13/1983,test 329,38,US,5444,5218,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
330,Home Audio,Digital,"21"" - 30""",3714,15,2147483647,4574,6/16/1999,test 330,24,US,6390,8093,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
331,Televisions,Speakers,"41"" and above",3162,15,2147483647,1533,8/1/1938,test 331,16,US,8385,9731,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
332,Accessories,Surge Protectors,"31""- 40""",1323,15,2147483647,6319,4/27/1969,test 332,45,US,9407,7713,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
